	AMR	est_counts	sid
813	MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	545.0	Sample_16
814	MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	67.0	Sample_16
815	MEG_7175|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	98.0	Sample_16
816	MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1524.0	Sample_16
817	MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	1275.0	Sample_16
818	MEG_1687|Drugs|betalactams|Class_A_betalactamases|CFX	58.0	Sample_16
819	MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB	1063.0	Sample_16
820	MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44	3634.0	Sample_16
821	MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	240.0	Sample_16
822	MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM	2000.0	Sample_16
823	MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG	151.0	Sample_16
824	MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM	3334.0	Sample_16
825	MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4775.0	Sample_16
826	MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	344.0	Sample_16
827	MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3630.0	Sample_16
828	MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation	10210.0	Sample_16
829	MEG_2768|Drugs|MLS|23S_rRNA_methyltransferases|ERM	419.0	Sample_16
830	MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	776.0	Sample_16
831	MEG_6095|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	3745.0	Sample_16
832	MEG_2752|Drugs|MLS|Macrolide_esterases|EREB	306.0	Sample_16
833	MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	2824.0	Sample_16
834	MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX	91.0	Sample_16
835	MEG_7470|Drugs|Glycopeptides|VanC-type_regulator|VANRC	486.0	Sample_16
836	MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	153.0	Sample_16
837	MEG_3993|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	7224.0	Sample_16
838	MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM	137.0	Sample_16
839	MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM	32.0	Sample_16
840	MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	9.0	Sample_16
841	MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM	584.0	Sample_16
842	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	137.0	Sample_16
843	MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	14.0	Sample_16
844	MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	890.0	Sample_16
845	MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE	45.0	Sample_16
846	MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	49.0	Sample_16
847	MEG_7173|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	50.0	Sample_16
848	MEG_5793|Drugs|betalactams|Class_A_betalactamases|PME	406.0	Sample_16
849	MEG_7169|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	50.0	Sample_16
850	MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	155.0	Sample_16
851	MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	233.0	Sample_16
852	MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	152.0	Sample_16
853	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	142.0	Sample_16
854	MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM	835.0	Sample_16
855	MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	74.0	Sample_16
856	MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM	3676.0	Sample_16
857	MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM	469.0	Sample_16
858	MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	118.0	Sample_16
859	MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3956.0	Sample_16
860	MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM	6854.0	Sample_16
861	MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1	17.0	Sample_16
862	MEG_6825|Drugs|betalactams|Class_A_betalactamases|TEM	206.0	Sample_16
863	MEG_7165|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	99.0	Sample_16
864	MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM	499.0	Sample_16
865	MEG_7109|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	204.0	Sample_16
866	MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM	245.0	Sample_16
867	MEG_6930|Drugs|betalactams|Class_A_betalactamases|TEM	356.0	Sample_16
868	MEG_2780|Drugs|MLS|23S_rRNA_methyltransferases|ERM42	329.0	Sample_16
869	MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	674.0	Sample_16
870	MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	141.0	Sample_16
871	MEG_3990|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	6582.0	Sample_16
872	MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC	52.0	Sample_16
873	MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation	7372.0	Sample_16
874	MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM	73.0	Sample_16
875	MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	178.0	Sample_16
876	MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	152.0	Sample_16
877	MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM	521.0	Sample_16
878	MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	1131.0	Sample_16
879	MEG_10|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	15107.0	Sample_16
880	MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	110.0	Sample_16
881	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	266.0	Sample_16
882	MEG_989|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	262.0	Sample_16
883	MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM	41.0	Sample_16
884	MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB	2457.0	Sample_16
885	MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1916.0	Sample_16
886	MEG_6521|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	609.0	Sample_16
887	MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	59.0	Sample_16
888	MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	59.0	Sample_16
889	MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	15191.0	Sample_16
890	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	389.0	Sample_16
891	MEG_3820|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	145.0	Sample_16
892	MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	168.0	Sample_16
893	MEG_5360|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	1230.0	Sample_16
894	MEG_6938|Drugs|betalactams|Class_A_betalactamases|TEM	2216.0	Sample_16
895	MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	623.0	Sample_16
896	MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	1648.0	Sample_16
897	MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM	460.0	Sample_16
898	MEG_2765|Drugs|MLS|23S_rRNA_methyltransferases|ERM	710.0	Sample_16
899	MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	16.0	Sample_16
900	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	1012.0	Sample_16
901	MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	784.0	Sample_16
902	MEG_4107|Drugs|MLS|23S_rRNA_methyltransferases|MYRA	85.0	Sample_16
903	MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	36.0	Sample_16
904	MEG_7155|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	92.0	Sample_16
905	MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM	567.0	Sample_16
906	MEG_1009|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	819.0	Sample_16
907	MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	193.0	Sample_16
908	MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	11640.0	Sample_16
909	MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation	10014.0	Sample_16
910	MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	54.0	Sample_16
911	MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM	23465.0	Sample_16
912	MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	5679.0	Sample_16
913	MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	85.0	Sample_16
914	MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	134.0	Sample_16
915	MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX	60.0	Sample_16
916	MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	5636.0	Sample_16
917	MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR	363.0	Sample_16
918	MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	65.0	Sample_16
919	MEG_7481|Drugs|Glycopeptides|VanG-type_regulator|VANRG	493.0	Sample_16
920	MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG	914.0	Sample_16
921	MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA	451.0	Sample_16
922	MEG_3873|Metals|Mercury_resistance|Mercury_resistance_protein|MERP	21.0	Sample_16
923	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	37.0	Sample_16
924	MEG_1643|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOA	551.0	Sample_16
925	MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	70.0	Sample_16
926	MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	3347.0	Sample_16
927	MEG_6665|Drugs|betalactams|Class_A_betalactamases|TEM	191.0	Sample_16
928	MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	367.0	Sample_16
929	MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation	816.0	Sample_16
930	MEG_7131|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	169.0	Sample_16
931	MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2030.0	Sample_16
932	MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	150.0	Sample_16
933	MEG_3613|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	168.0	Sample_16
934	MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	67.0	Sample_16
935	MEG_6718|Drugs|betalactams|Class_A_betalactamases|TEM	264.0	Sample_16
936	MEG_7122|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	76.0	Sample_16
937	MEG_2754|Drugs|MLS|Macrolide_esterases|ERED	572.0	Sample_16
938	MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF	48.0	Sample_16
939	MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA	948.0	Sample_16
940	MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM	2132.0	Sample_16
941	MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	723.0	Sample_16
942	MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	157.0	Sample_16
943	MEG_7119|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	68.0	Sample_16
944	MEG_6919|Drugs|betalactams|Class_A_betalactamases|TEM	6435.0	Sample_16
945	MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	1101.0	Sample_16
946	MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	158.0	Sample_16
947	MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	10.0	Sample_16
948	MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX	418.0	Sample_16
949	MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	71.0	Sample_16
950	MEG_6871|Drugs|betalactams|Class_A_betalactamases|TEM	5857.0	Sample_16
951	MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	51.0	Sample_16
952	MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation	6118.0	Sample_16
953	MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX	60.0	Sample_16
954	MEG_881|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	31.0	Sample_16
955	MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation	19636.0	Sample_16
956	MEG_6789|Drugs|betalactams|Class_A_betalactamases|TEM	6751.0	Sample_16
957	MEG_3975|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	4515.0	Sample_16
958	MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	157.0	Sample_16
959	MEG_3978|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	18912.0	Sample_16
960	MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC	1718.0	Sample_16
961	MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	140.0	Sample_16
962	MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM	34.0	Sample_16
963	MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	976.0	Sample_16
964	MEG_6811|Drugs|betalactams|Class_A_betalactamases|TEM	3108.0	Sample_16
965	MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	497.0	Sample_16
966	MEG_3608|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	171.0	Sample_16
967	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	395.0	Sample_16
968	MEG_6676|Drugs|betalactams|Class_A_betalactamases|TEM	37.0	Sample_16
969	MEG_6882|Drugs|betalactams|Class_A_betalactamases|TEM	338.0	Sample_16
970	MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	5221.0	Sample_16
971	MEG_6894|Drugs|betalactams|Class_A_betalactamases|TEM	1421.0	Sample_16
972	MEG_7153|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	117.0	Sample_16
973	MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	331.0	Sample_16
974	MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	483.0	Sample_16
975	MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM	305.0	Sample_16
976	MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM	7401.0	Sample_16
977	MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	358.0	Sample_16
978	MEG_7059|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC	44.0	Sample_16
979	MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM	4434.0	Sample_16
980	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	801.0	Sample_16
981	MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	48.0	Sample_16
982	MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI	717.0	Sample_16
983	MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	210.0	Sample_16
984	MEG_2781|Drugs|MLS|23S_rRNA_methyltransferases|ERM42	289.0	Sample_16
985	MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	655.0	Sample_16
986	MEG_6880|Drugs|betalactams|Class_A_betalactamases|TEM	4507.0	Sample_16
987	MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	923.0	Sample_16
988	MEG_3188|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2229.0	Sample_16
989	MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	73.0	Sample_16
990	MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM	161.0	Sample_16
991	MEG_6737|Drugs|betalactams|Class_A_betalactamases|TEM	26.0	Sample_16
992	MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	741.0	Sample_16
993	MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	259.0	Sample_16
994	MEG_6948|Drugs|betalactams|Class_A_betalactamases|TEM	238.0	Sample_16
995	MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation	9805.0	Sample_16
996	MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	48.0	Sample_16
997	MEG_1691|Drugs|betalactams|Class_A_betalactamases|CFX	48.0	Sample_16
998	MEG_3984|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	3322.0	Sample_16
999	MEG_6675|Drugs|betalactams|Class_A_betalactamases|TEM	191.0	Sample_16
1000	MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC	92.0	Sample_16
1001	MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	44.0	Sample_16
1002	MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE	1483.0	Sample_16
1003	MEG_6884|Drugs|betalactams|Class_A_betalactamases|TEM	3717.0	Sample_16
1004	MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM	62.0	Sample_16
1005	MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	133.0	Sample_16
1006	MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	3375.0	Sample_16
1007	MEG_7657|Drugs|betalactams|Class_A_betalactamases|VEB	34.0	Sample_16
1008	MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	65.0	Sample_16
1009	MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	154.0	Sample_16
1010	MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1451.0	Sample_16
1011	MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	2695.0	Sample_16
1012	MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	73.0	Sample_16
1013	MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM	437.0	Sample_16
1014	MEG_2954|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation	12.0	Sample_16
1015	MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	121.0	Sample_16
1016	MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETBP	1764.0	Sample_16
1017	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	392.0	Sample_16
1018	MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	277.0	Sample_16
1019	MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM	44.0	Sample_16
1020	MEG_5425|Metals|Copper_resistance|Copper_resistance_regulator|PCOS	433.0	Sample_16
1021	MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	288.0	Sample_16
1022	MEG_6689|Drugs|betalactams|Class_A_betalactamases|TEM	377.0	Sample_16
1023	MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	141.0	Sample_16
1024	MEG_3615|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	60.0	Sample_16
1025	MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII	359.0	Sample_16
1026	MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	12547.0	Sample_16
1027	MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2659.0	Sample_16
1028	MEG_2740|Drugs|MLS|Macrolide_esterases|EREA	130.0	Sample_16
1029	MEG_6915|Drugs|betalactams|Class_A_betalactamases|TEM	1205.0	Sample_16
1030	MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	85.0	Sample_16
1031	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	7177.0	Sample_16
1032	MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	1577.0	Sample_16
1033	MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT	200.0	Sample_16
1034	MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	87.0	Sample_16
1035	MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	996.0	Sample_16
1036	MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	133.0	Sample_16
1037	MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	47.0	Sample_16
1038	MEG_7112|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	1287.0	Sample_16
1039	MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB	1011.0	Sample_16
1040	MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT	2439.0	Sample_16
1041	MEG_6659|Drugs|betalactams|Class_A_betalactamases|TEM	17202.0	Sample_16
1042	MEG_6816|Drugs|betalactams|Class_A_betalactamases|TEM	339.0	Sample_16
1043	MEG_342|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	365.0	Sample_16
1044	MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	198.0	Sample_16
1045	MEG_6660|Drugs|betalactams|Class_A_betalactamases|TEM	152.0	Sample_16
1046	MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4732.0	Sample_16
1047	MEG_7244|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	232.0	Sample_16
1048	MEG_5784|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOP|RequiresSNPConfirmation	380.0	Sample_16
1049	MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	315.0	Sample_16
1050	MEG_6720|Drugs|betalactams|Class_A_betalactamases|TEM	396.0	Sample_16
1051	MEG_6830|Drugs|betalactams|Class_A_betalactamases|TEM	156.0	Sample_16
1052	MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	174.0	Sample_16
1053	MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	75.0	Sample_16
1054	MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK	1173.0	Sample_16
1055	MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM	53.0	Sample_16
1056	MEG_7216|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	135.0	Sample_16
1057	MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM	578.0	Sample_16
